"","landslide_category","landslide_trigger","landslide_size","landslide_setting","fatality_count","injury_count","country_name","year"
"5671","debris_flow","downpour","large","unknown",0,0,"Switzerland","95"
"5672","mudslide","downpour","medium","unknown",0,NA,"United States","11"
"5673","landslide","downpour","medium","unknown",0,0,"Georgia","16"
"5674","mudslide","downpour","medium","unknown",4,NA,"India","08"
"5675","landslide","unknown","medium","unknown",1,0,"Indonesia","14"
"5676","other","continuous_rain","medium","above_river",0,0,"United States","08"
"5677","debris_flow","rain","medium","above_road",0,0,"Guatemala","15"
"5678","landslide","downpour","medium","unknown",0,NA,"India","10"
"5679","mudslide","downpour","medium","unknown",0,NA,"United States","11"
"5680","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"5681","landslide","rain","medium","unknown",NA,NA,"Pakistan","13"
"5682","landslide","rain","medium","unknown",NA,NA,"China","08"
"5683","landslide","flooding","medium","below_road",0,0,"Mexico","15"
"5684","landslide","downpour","small","mine",0,0,"Australia","14"
"5685","debris_flow","flooding","medium","above_river",0,0,"India","14"
"5686","mudslide","downpour","small","unknown",0,NA,"United States","10"
"5687","landslide","downpour","medium","unknown",0,NA,"Thailand","11"
"5688","complex","downpour","medium","unknown",NA,NA,"United States","08"
"5689","landslide","monsoon","medium","unknown",NA,NA,"Pakistan","13"
"5690","landslide","unknown","unknown","above_road",0,0,"United States","15"
"5691","landslide","downpour","medium","unknown",0,NA,"Uganda","13"
"5692","mudslide","downpour","large","unknown",32,NA,"China","10"
"5693","landslide","unknown","unknown","above_road",0,0,"United States","13"
"5694","landslide","rain","medium","unknown",0,NA,"Pakistan","10"
"5695","landslide","unknown","unknown","above_road",0,0,"United States","14"
"5696","mudslide","downpour","medium","unknown",0,NA,"United States","13"
"5697","landslide","rain","medium","unknown",2,NA,"Indonesia","08"
"5698","rock_fall","rain","small","above_road",0,0,"United States","16"
"5699","landslide","rain","medium","unknown",1,NA,"Philippines","08"
"5700","landslide","downpour","medium","unknown",NA,NA,"Costa Rica","12"
"5701","landslide","unknown","unknown","above_road",0,0,"United States","12"
"5702","landslide","downpour","medium","unknown",0,NA,"Nepal","10"
"5703","landslide","unknown","small","unknown",0,NA,"United Kingdom","13"
"5704","landslide","continuous_rain","medium","unknown",0,0,"India","15"
"5705","landslide","rain","medium","unknown",2,0,"India","15"
"5706","mudslide","downpour","medium","unknown",0,NA,"United States","11"
"5707","complex","downpour","medium","above_road",0,NA,"Bhutan","10"
"5708","landslide","continuous_rain","medium","urban",0,0,"Brazil","14"
"5709","landslide","downpour","medium","above_road",0,0,"Pakistan","15"
"5710","landslide","rain","medium","unknown",NA,NA,"Philippines","08"
"5711","landslide","unknown","unknown","above_road",0,0,"United States","14"
"5712","landslide","downpour","small","above_road",0,0,"India","15"
"5713","mudslide","rain","small","unknown",0,0,"United States","14"
"5714","landslide","construction","medium","unknown",NA,NA,"Philippines","13"
"5715","landslide","downpour","medium","unknown",0,NA,"Sri Lanka","10"
"5716","other","unknown","medium","above_road",0,0,"Canada","16"
"5717","debris_flow","downpour","medium","unknown",0,NA,"United States","13"
"5718","landslide","unknown","unknown","above_road",0,0,"United States","12"
"5719","mudslide","unknown","medium","mine",13,12,"Ecuador","14"
"5720","landslide","downpour","medium","unknown",0,NA,"United States","10"
"5721","rock_fall","rain","small","mine",1,2,"Sri Lanka","16"
"5722","mudslide","rain","medium","above_road",0,0,"United States","16"
"5723","mudslide","downpour","medium","unknown",0,NA,"Malaysia","10"
"5724","landslide","rain","large","unknown",6,NA,"Indonesia","13"
"5725","landslide","downpour","medium","unknown",0,0,"Philippines","15"
"5726","landslide","rain","medium","unknown",0,NA,"China","11"
"5727","mudslide","downpour","medium","unknown",1,1,"Bangladesh","13"
"5728","mudslide","downpour","small","unknown",0,NA,"United States","11"
"5729","landslide","continuous_rain","medium","above_road",NA,NA,"Nepal","10"
"5730","landslide","continuous_rain","large","above_road",0,0,"Nepal","16"
"5731","mudslide","downpour","medium","above_road",0,0,"India","16"
"5732","landslide","unknown","unknown","above_road",0,0,"United States","14"
"5733","other","construction","small","mine",0,3,"Mexico","16"
"5734","landslide","downpour","medium","above_road",0,0,"Thailand","15"
"5735","landslide","rain","medium","unknown",NA,NA,"Taiwan","07"
"5736","landslide","downpour","medium","unknown",0,NA,"China","11"
"5737","landslide","downpour","medium","unknown",NA,NA,"India","12"
"5738","rock_fall","downpour","medium","above_road",0,NA,"United States","11"
"5739","landslide","downpour","medium","unknown",0,NA,"India","11"
"5740","other","unknown","medium","unknown",0,0,"Malaysia","15"
"5741","landslide","downpour","medium","unknown",NA,NA,"India","12"
"5742","landslide","unknown","unknown","above_road",0,0,"United States","15"
"5743","landslide","downpour","medium","unknown",0,NA,"Honduras","10"
"5744","complex","downpour","medium","unknown",0,NA,"Philippines","11"
"5745","rock_fall","continuous_rain","medium","above_road",0,NA,"New Zealand","10"
"5746","landslide","unknown","unknown","above_road",0,0,"United States","13"
"5747","complex","downpour","medium","unknown",0,NA,"Pakistan","11"
"5748","landslide","continuous_rain","small","above_road",0,0,"Indonesia","14"
"5749","landslide","unknown","unknown","above_road",0,0,"United States","11"
"5750","landslide","downpour","small","unknown",0,NA,"United Kingdom","11"
"5751","mudslide","rain","small","above_road",0,NA,"United States","13"
"5752","landslide","rain","medium","above_road",0,0,"Bulgaria","15"
"5753","landslide","rain","medium","unknown",1,NA,"Philippines","12"
"5754","landslide","rain","medium","unknown",3,1,"China","14"
"5755","mudslide","downpour","medium","unknown",0,NA,"Pakistan","11"
"5756","landslide","continuous_rain","small","unknown",3,0,"Indonesia","14"
"5757","landslide","rain","large","unknown",37,NA,"Indonesia","07"
"5758","complex","rain","medium","unknown",NA,NA,"Canada","07"
"5759","mudslide","downpour","small","unknown",0,NA,"United States","13"
"5760","landslide","unknown","unknown","above_road",0,0,"United States","12"
"5761","landslide","downpour","small","unknown",0,NA,"United States","12"
"5762","complex","downpour","medium","unknown",NA,NA,"India","08"
"5763","landslide","rain","medium","unknown",0,NA,"Nigeria","11"
"5764","landslide","unknown","unknown","above_road",0,0,"United States","15"
"5765","landslide","rain","medium","unknown",3,NA,"India","07"
"5766","mudslide","downpour","medium","unknown",0,NA,"United States","11"
"5767","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"5768","landslide","unknown","medium","unknown",0,0,"Costa Rica","14"
"5769","landslide","downpour","medium","unknown",0,NA,"Canada","10"
"5770","landslide","continuous_rain","medium","unknown",NA,NA,"Nepal","13"
"5771","landslide","downpour","medium","unknown",0,NA,"Panama","11"
"5772","landslide","downpour","medium","unknown",0,NA,"India","10"
"5773","landslide","continuous_rain","very_large","unknown",NA,NA,"China","13"
"5774","mudslide","downpour","small","unknown",0,NA,"United States","11"
"5775","landslide","downpour","medium","unknown",NA,NA,"Thailand","08"
"5776","landslide","continuous_rain","medium","unknown",NA,NA,"Philippines","13"
"5777","landslide","rain","small","unknown",NA,NA,"United States","08"
"5778","landslide","unknown","unknown","above_road",0,0,"United States","11"
"5779","mudslide","unknown","large","unknown",2,0,"Mongolia","16"
"5780","landslide","downpour","medium","unknown",NA,NA,"India","09"
"5781","landslide","downpour","medium","unknown",NA,NA,"Malaysia","08"
"5782","landslide","mining","medium","unknown",11,NA,"China","08"
"5783","landslide","unknown","medium","unknown",0,NA,"India","13"
"5784","landslide","downpour","medium","unknown",0,NA,"India","10"
"5785","mudslide","downpour","medium","unknown",NA,NA,"United States","08"
"5786","landslide","downpour","medium","above_road",0,0,"Pakistan","14"
"5787","landslide","downpour","large","unknown",0,NA,"India","10"
"5788","landslide","rain","medium","unknown",3,NA,"Indonesia","12"
"5789","rock_fall","rain","medium","above_river",7,26,"China","16"
"5790","mudslide","tropical_cyclone","medium","urban",1,1,"Japan","15"
"5791","landslide","downpour","small","above_road",0,0,"Switzerland","14"
"5792","landslide","downpour","small","unknown",0,NA,"Dominica","10"
"5793","landslide","downpour","medium","unknown",0,NA,"Pakistan","10"
"5794","mudslide","downpour","medium","unknown",0,NA,"France","10"
"5795","landslide","unknown","unknown","above_road",0,0,"United States","11"
"5796","landslide","downpour","medium","urban",0,0,"Panama","15"
"5797","landslide","rain","medium","unknown",NA,NA,"India","12"
"5798","landslide","downpour","small","unknown",0,NA,"Brazil","10"
"5799","landslide","unknown","unknown","above_road",0,0,"United States","15"
"5800","landslide","unknown","medium","above_road",0,0,"United Kingdom","16"
"5801","landslide","unknown","small","unknown",0,NA,"Canada","13"
"5802","landslide","rain","medium","unknown",0,NA,"India","10"
"5803","landslide","unknown","unknown","above_road",0,0,"United States","11"
"5804","landslide","unknown","small","unknown",1,0,"Costa Rica","15"
"5805","landslide","downpour","medium","unknown",0,NA,"India","10"
"5806","landslide","continuous_rain","medium","unknown",0,0,NA,"17"
"5807","landslide","rain","medium","unknown",0,0,"Nicaragua","14"
"5808","landslide","rain","medium","above_road",0,0,"United States","14"
"5809","mudslide","unknown","medium","above_road",0,0,"United States","15"
"5810","landslide","unknown","unknown","above_road",0,0,"United States","15"
"5811","landslide","rain","small","above_road",0,0,"Honduras","15"
"5812","landslide","downpour","small","below_road",0,0,"United States","15"
"5813","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"5814","rock_fall","downpour","small","above_road",0,0,"United States","15"
"5815","landslide","continuous_rain","medium","above_road",0,0,"United Kingdom","14"
"5816","landslide","downpour","small","unknown",0,NA,"Fiji","10"
"5817","mudslide","monsoon","large","deforested_slope",37,0,"Sri Lanka","14"
"5818","landslide","tropical_cyclone","very_large","unknown",3,1,"Mexico","13"
"5819","mudslide","downpour","medium","unknown",1,NA,"Haiti","09"
"5820","mudslide","continuous_rain","small","above_road",0,0,"United States","14"
"5821","rock_fall","downpour","medium","above_road",0,0,"Costa Rica","15"
"5822","landslide","rain","medium","mine",1,0,"Honduras","14"
"5823","landslide","unknown","unknown","above_road",0,0,"United States","15"
"5824","landslide","unknown","unknown","above_road",0,0,"United States","11"
"5825","landslide","rain","medium","unknown",1,NA,"Philippines","07"
"5826","landslide","downpour","large","unknown",4,NA,"Taiwan","12"
"5827","landslide","downpour","medium","natural_slope",0,6,"Spain","15"
"5828","landslide","downpour","medium","unknown",0,NA,"Peru","09"
"5829","landslide","downpour","small","unknown",0,0,"United States","14"
"5830","landslide","tropical_cyclone","medium","unknown",0,0,"Philippines","14"
"5831","landslide","rain","medium","unknown",0,NA,"India","11"
"5832","landslide","continuous_rain","medium","unknown",3,2,"India","13"
"5833","landslide","downpour","medium","unknown",0,NA,"United States","11"
"5834","landslide","downpour","medium","unknown",0,NA,"Sri Lanka","11"
"5835","landslide","construction","medium","above_road",0,0,"India","16"
"5836","landslide","unknown","unknown","above_road",0,0,"United States","11"
"5837","mudslide","downpour","small","unknown",0,NA,"Trinidad and Tobago","11"
"5838","mudslide","monsoon","medium","unknown",0,NA,"India","13"
"5839","landslide","tropical_cyclone","medium","unknown",3,0,"Philippines","16"
"5840","landslide","downpour","medium","unknown",0,NA,"Vietnam","10"
"5841","mudslide","tropical_cyclone","large","unknown",NA,NA,"Taiwan","09"
"5842","complex","downpour","medium","unknown",0,NA,"New Zealand","11"
"5843","landslide","tropical_cyclone","medium","unknown",0,NA,"Costa Rica","10"
"5844","landslide","unknown","medium","unknown",0,0,"United Kingdom","14"
"5845","mudslide","rain","medium","above_road",0,0,"United States","09"
"5846","landslide","rain","small","unknown",NA,NA,"Brunei","08"
"5847","landslide","downpour","medium","unknown",NA,NA,"United Kingdom","11"
"5848","landslide","downpour","unknown","unknown",12,0,"Indonesia","14"
"5849","landslide","downpour","medium","unknown",0,NA,"Sri Lanka","11"
"5850","rock_fall","downpour","small","unknown",0,NA,"United States","10"
"5851","mudslide","flooding","large","above_road",0,0,"United States","15"
"5852","landslide","downpour","small","urban",0,0,"Malaysia","14"
"5853","landslide","downpour","medium","unknown",0,NA,"India","10"
"5854","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"5855","mudslide","downpour","medium","unknown",4,9,"China","15"
"5856","landslide","unknown","unknown","above_road",0,0,"United States","15"
"5857","rock_fall","unknown","medium","above_road",0,0,NA,"16"
"5858","mudslide","downpour","small","above_road",0,0,"United States","14"
"5859","landslide","downpour","small","unknown",0,NA,"Malaysia","11"
"5860","rock_fall","earthquake","small","unknown",0,NA,"Peru","13"
"5861","landslide","unknown","unknown","unknown",2,0,"Philippines","14"
"5862","mudslide","downpour","medium","unknown",0,NA,"United States","10"
"5863","landslide","continuous_rain","medium","above_road",0,0,"India","15"
"5864","landslide","downpour","medium","unknown",1,NA,"Trinidad and Tobago","10"
"5865","landslide","downpour","medium","unknown",0,NA,"India","13"
"5866","landslide","downpour","medium","unknown",0,NA,"China","10"
"5867","landslide","downpour","medium","unknown",NA,NA,"India","13"
"5868","landslide","downpour","medium","unknown",1,18,"Uganda","13"
"5869","unknown","unknown","small","above_road",0,1,"United Kingdom","15"
"5870","landslide","rain","medium","above_river",0,0,"United States","14"
"5871","landslide","continuous_rain","small","above_road",0,0,"United States","15"
"5872","landslide","rain","medium","unknown",0,NA,"India","10"
"5873","landslide","downpour","medium","retaining_wall",1,3,"India","11"
"5874","landslide","tropical_cyclone","medium","unknown",7,NA,"Philippines","09"
"5875","mudslide","downpour","medium","unknown",4,NA,"Brazil","11"
"5876","debris_flow","downpour","medium","unknown",0,NA,"United States","10"
"5877","debris_flow","downpour","medium","unknown",0,NA,"United States","13"
"5878","rock_fall","unknown","medium","above_road",0,0,"United States","15"
"5879","mudslide","rain","medium","unknown",NA,NA,"United States","13"
"5880","landslide","downpour","medium","unknown",0,1,"Philippines","13"
"5881","complex","rain","medium","unknown",4,NA,"Costa Rica","07"
"5882","complex","downpour","small","unknown",0,NA,"United States","10"
"5883","landslide","downpour","medium","unknown",0,NA,"Taiwan","10"
"5884","other","unknown","medium","natural_slope",0,0,"Switzerland","16"
"5885","debris_flow","unknown","large","natural_slope",NA,NA,"France","16"
"5886","landslide","downpour","medium","unknown",0,NA,"India","10"
"5887","landslide","downpour","medium","unknown",NA,NA,"Nicaragua","10"
"5888","landslide","unknown","medium","unknown",1,0,"Nepal","16"
"5889","landslide","rain","medium","unknown",NA,NA,"Nepal","07"
"5890","creep","snowfall","small","urban",0,0,"United States","14"
"5891","landslide","unknown","unknown","above_road",0,0,"United States","14"
"5892","mudslide","continuous_rain","large","unknown",1,0,"Colombia","14"
"5893","landslide","continuous_rain","very_large","natural_slope",2100,0,"Afghanistan","14"
"5894","landslide","tropical_cyclone","large","unknown",50,NA,"Philippines","09"
"5895","landslide","rain","medium","unknown",NA,NA,"Kenya","13"
"5896","landslide","rain","large","unknown",NA,NA,"Philippines","07"
"5897","landslide","unknown","unknown","above_road",0,0,"United States","12"
"5898","landslide","tropical_cyclone","medium","urban",0,0,"Dominican Republic","14"
"5899","landslide","unknown","medium","above_road",NA,NA,"United States","15"
"5900","landslide","downpour","medium","above_road",0,0,"India","15"
"5901","mudslide","downpour","medium","natural_slope",0,0,"United States","15"
"5902","landslide","unknown","unknown","above_road",0,0,"United States","11"
"5903","mudslide","rain","medium","unknown",0,NA,"United States","11"
"5904","landslide","downpour","medium","above_road",0,0,"Indonesia","14"
"5905","landslide","rain","medium","above_road",0,0,"Pakistan","14"
"5906","landslide","rain","small","unknown",NA,NA,"United Kingdom","07"
"5907","landslide","downpour","small","unknown",0,NA,"United States","11"
"5908","landslide","downpour","small","bluff",0,0,"United States","15"
"5909","rock_fall","unknown","medium","unknown",1,NA,"India","08"
"5910","landslide","downpour","medium","unknown",NA,NA,"Myanmar [Burma]","08"
"5911","landslide","unknown","unknown","above_road",0,0,"United States","15"
"5912","landslide","unknown","small","above_road",0,0,"United States","15"
"5913","landslide","unknown","unknown","above_road",0,0,"United States","11"
"5914","mudslide","tropical_cyclone","medium","above_road",0,0,"Malaysia","15"
"5915","landslide","rain","medium","natural_slope",0,0,"India","15"
"5916","landslide","downpour","medium","unknown",8,0,"Indonesia","15"
"5917","landslide","downpour","medium","unknown",0,NA,"Philippines","13"
"5918","landslide","downpour","medium","unknown",2,NA,"Sri Lanka","11"
"5919","rock_fall","downpour","small","above_road",0,0,"United States","15"
"5920","landslide","downpour","medium","unknown",4,NA,"Bangladesh","10"
"5921","mudslide","downpour","medium","unknown",6,NA,"Colombia","11"
"5922","mudslide","unknown","medium","natural_slope",10,0,"Tajikistan","15"
"5923","landslide","continuous_rain","medium","below_road",0,0,"Malaysia","14"
"5924","landslide","downpour","medium","unknown",0,NA,"United States","11"
"5925","landslide","unknown","unknown","above_road",0,0,"United States","13"
"5926","landslide","downpour","medium","unknown",0,NA,"Nepal","09"
"5927","landslide","tropical_cyclone","large","unknown",6,NA,"China","13"
"5928","landslide","downpour","small","unknown",0,NA,"Trinidad and Tobago","13"
"5929","landslide","downpour","medium","unknown",0,NA,"Philippines","10"
"5930","landslide","downpour","large","unknown",1,NA,"China","10"
"5931","landslide","downpour","large","unknown",38,NA,"India","08"
"5932","landslide","unknown","unknown","above_road",0,0,"United States","11"
"5933","rock_fall","unknown","small","above_road",0,0,"United States","16"
"5934","landslide","rain","medium","unknown",NA,NA,"India","13"
"5935","landslide","rain","medium","unknown",5,NA,"China","07"
"5936","landslide","downpour","small","above_road",0,0,"United States","15"
"5937","landslide","downpour","small","unknown",0,NA,"United States","10"
"5938","landslide","unknown","unknown","above_road",0,0,"United States","12"
"5939","landslide","earthquake","small","above_road",0,0,"Costa Rica","14"
"5940","landslide","unknown","medium","above_river",1,1,"Philippines","10"
"5941","landslide","downpour","medium","unknown",0,NA,"Italy","11"
"5942","landslide","rain","medium","unknown",NA,NA,"United States","12"
"5943","landslide","tropical_cyclone","medium","above_road",0,0,"Philippines","16"
"5944","landslide","mining","medium","unknown",NA,NA,"India","13"
"5945","landslide","downpour","small","unknown",0,NA,"United States","10"
"5946","mudslide","downpour","medium","unknown",0,NA,"United States","13"
"5947","landslide","downpour","large","unknown",0,NA,"New Zealand","13"
"5948","landslide","downpour","medium","urban",5,NA,"Brazil","10"
"5949","landslide","rain","medium","above_road",0,0,"United States","15"
"5950","landslide","unknown","medium","above_road",0,0,"United States","15"
"5951","debris_flow","downpour","medium","unknown",0,NA,"United States","13"
"5952","landslide","downpour","medium","unknown",0,NA,"Malaysia","10"
"5953","landslide","downpour","medium","unknown",0,NA,"Malaysia","11"
"5954","landslide","unknown","large","unknown",104,100,"Myanmar [Burma]","16"
"5955","landslide","downpour","medium","above_road",0,4,"Macedonia","10"
"5956","landslide","downpour","small","unknown",0,NA,"United States","11"
"5957","landslide","unknown","unknown","above_road",0,0,"United States","11"
"5958","mudslide","downpour","medium","above_road",0,0,"Kyrgyzstan","16"
"5959","landslide","downpour","medium","unknown",NA,NA,"Nepal","13"
"5960","mudslide","rain","medium","unknown",21,27,"Bolivia","13"
"5961","landslide","rain","small","unknown",0,NA,"United States","08"
"5962","landslide","tropical_cyclone","medium","unknown",0,NA,"North Korea","10"
"5963","mudslide","downpour","small","unknown",0,NA,"United States","11"
"5964","landslide","downpour","medium","unknown",6,1,"China","16"
"5965","debris_flow","downpour","small","above_road",0,0,"United States","97"
"5966","landslide","continuous_rain","medium","unknown",NA,NA,"India","13"
"5967","mudslide","unknown","medium","unknown",0,NA,"United States","13"
"5968","rock_fall","unknown","small","above_road",0,0,"United States","16"
"5969","landslide","downpour","medium","unknown",0,NA,"India","10"
"5970","landslide","unknown","unknown","above_road",0,0,"United States","15"
"5971","landslide","downpour","medium","unknown",0,NA,"India","10"
"5972","landslide","continuous_rain","small","above_road",0,0,"India","15"
"5973","landslide","unknown","unknown","above_road",0,0,"United States","15"
"5974","debris_flow","downpour","small","above_river",0,0,"United States","15"
"5975","landslide","unknown","medium","unknown",0,0,"India","15"
"5976","landslide","unknown","small","above_road",0,0,"United States","16"
"5977","mudslide","rain","small","unknown",0,NA,"Canada","13"
"5978","landslide","rain","small","unknown",0,0,"India","15"
"5979","landslide","downpour","medium","unknown",2,0,"Italy","14"
"5980","landslide","downpour","medium","unknown",1,NA,"Nepal","09"
"5981","landslide","snowfall","small","above_road",0,0,"United States","15"
"5982","mudslide","downpour","small","unknown",0,NA,"United States","13"
"5983","landslide","rain","large","unknown",1,NA,"Kenya","13"
"5984","landslide","downpour","medium","unknown",4,NA,"Laos","08"
"5985","landslide","downpour","medium","unknown",0,NA,"Nepal","10"
"5986","rock_fall","unknown","small","above_road",0,0,"Bulgaria","15"
"5987","rock_fall","continuous_rain","medium","above_road",0,1,"India","15"
"5988","landslide","downpour","medium","unknown",NA,NA,"Indonesia","08"
"5989","landslide","unknown","medium","unknown",0,NA,"United States","13"
"5990","landslide","downpour","medium","unknown",0,NA,"Nepal","11"
"5991","mudslide","embank_coll","small","above_river",2,0,"Bangladesh","15"
"5992","rock_fall","monsoon","small","natural_slope",1,0,"India","15"
"5993","landslide","rain","small","unknown",NA,NA,"United Kingdom","07"
"5994","landslide","downpour","medium","unknown",0,NA,"United States","11"
"5995","mudslide","tropical_cyclone","large","unknown",16,NA,"Mexico","10"
"5996","mudslide","unknown","medium","unknown",0,0,"United States","14"
"5997","mudslide","downpour","small","above_road",0,0,"United States","15"
"5998","debris_flow","downpour","medium","unknown",NA,NA,"United States","12"
"5999","mudslide","rain","small","unknown",NA,NA,"United States","07"
"6000","landslide","unknown","unknown","above_road",0,0,"United States","12"
"6001","mudslide","rain","medium","above_road",0,0,"United States","15"
"6002","landslide","downpour","medium","urban",3,NA,"India","09"
"6003","landslide","downpour","medium","unknown",2,NA,"Nepal","08"
"6004","rock_fall","downpour","medium","unknown",0,NA,"United States","11"
"6005","landslide","downpour","medium","unknown",0,NA,"Saint Vincent and the Grenadines","10"
"6006","mudslide","downpour","medium","natural_slope",1,0,"India","16"
"6007","mudslide","unknown","medium","above_road",0,0,"Canada","16"
"6008","landslide","downpour","medium","above_road",0,0,"Panama","15"
"6009","landslide","monsoon","medium","unknown",7,6,"Nepal","13"
"6010","landslide","continuous_rain","medium","unknown",0,0,"Nicaragua","14"
"6011","landslide","downpour","medium","unknown",NA,NA,"Brazil","10"
"6012","landslide","downpour","medium","unknown",NA,NA,"Taiwan","12"
"6013","mudslide","downpour","small","unknown",0,NA,"United States","10"
"6014","landslide","rain","medium","above_road",0,0,"India","15"
"6015","landslide","downpour","large","unknown",3,NA,"Indonesia","12"
"6016","landslide","downpour","medium","unknown",0,NA,"India","11"
"6017","rock_fall","unknown","medium","above_road",1,5,"India","16"
"6018","landslide","continuous_rain","small","above_road",1,0,"India","15"
"6019","landslide","downpour","large","unknown",13,NA,"Peru","12"
"6020","landslide","downpour","medium","unknown",NA,NA,"Philippines","12"
"6021","landslide","rain","medium","unknown",NA,NA,"Fiji","08"
"6022","landslide","continuous_rain","medium","unknown",1,0,"Honduras","15"
"6023","complex","downpour","small","unknown",0,NA,"United States","10"
"6024","landslide","unknown","medium","below_road",0,0,"Malaysia","16"
"6025","rock_fall","rain","medium","above_road",0,0,"Honduras","15"
"6026","landslide","downpour","medium","unknown",0,NA,"Jamaica","10"
"6027","landslide","downpour","medium","unknown",NA,NA,"India","12"
"6028","landslide","unknown","medium","above_road",0,0,"United Kingdom","14"
"6029","landslide","rain","medium","unknown",NA,NA,"Costa Rica","07"
"6030","landslide","unknown","large","below_road",0,0,"United Kingdom","14"
"6031","landslide","downpour","medium","unknown",2,NA,"India","10"
"6032","landslide","rain","small","unknown",2,0,"India","14"
"6033","mudslide","rain","medium","unknown",NA,NA,"Thailand","07"
"6034","landslide","downpour","large","unknown",0,NA,"United States","11"
"6035","landslide","downpour","large","unknown",NA,NA,"Chile","12"
"6036","landslide","unknown","unknown","above_road",0,0,"United States","14"
"6037","landslide","downpour","medium","unknown",5,NA,"Tanzania","11"
"6038","landslide","rain","large","unknown",4,NA,"Kenya","12"
"6039","landslide","downpour","medium","unknown",0,NA,"China","11"
"6040","landslide","tropical_cyclone","medium","unknown",0,NA,"Philippines","10"
"6041","mudslide","downpour","small","unknown",0,NA,"Australia","11"
"6042","mudslide","mining","medium","unknown",3,NA,"Nepal","08"
"6043","landslide","tropical_cyclone","medium","unknown",0,0,"Philippines","14"
"6044","landslide","rain","medium","above_road",0,0,"Papua New Guinea","16"
"6045","landslide","downpour","large","unknown",40,NA,"Pakistan","10"
"6046","mudslide","rain","medium","unknown",1,NA,"Afghanistan","07"
"6047","landslide","unknown","unknown","above_road",0,0,"United States","11"
"6048","landslide","tropical_cyclone","medium","unknown",0,4,"China","13"
"6049","debris_flow","rain","large","natural_slope",0,0,"Switzerland","16"
"6050","landslide","downpour","small","unknown",0,NA,"Philippines","10"
"6051","landslide","continuous_rain","medium","unknown",1,0,"Nepal","14"
"6052","mudslide","downpour","small","other",0,0,"United States","14"
"6053","landslide","rain","small","above_road",NA,NA,"United States","07"
"6054","landslide","downpour","medium","above_road",0,0,"United Kingdom","16"
"6055","landslide","downpour","medium","unknown",0,NA,"Italy","10"
"6056","landslide","downpour","medium","above_road",0,0,"India","16"
"6057","landslide","rain","medium","unknown",4,0,"Afghanistan","16"
"6058","landslide","rain","medium","above_road",0,0,"Bulgaria","15"
"6059","landslide","downpour","medium","unknown",NA,NA,"India","12"
"6060","mudslide","continuous_rain","medium","natural_slope",0,0,"India","15"
"6061","unknown","downpour","unknown","unknown",4,20,"North Korea","16"
"6062","other","no_trigger","small","unknown",0,0,"United States","16"
"6063","landslide","downpour","very_large","unknown",0,NA,"China","11"
"6064","landslide","downpour","very_large","unknown",19,NA,"India","12"
"6065","mudslide","flooding","medium","above_road",0,0,"United Kingdom","15"
"6066","landslide","downpour","medium","unknown",5,NA,"India","11"
"6067","landslide","downpour","medium","unknown",1,NA,"Bangladesh","10"
"6068","rock_fall","snowfall","medium","natural_slope",0,0,"France","15"
"6069","landslide","mining","medium","unknown",15,NA,"Myanmar [Burma]","10"
"6070","landslide","rain","medium","above_road",0,0,"Indonesia","15"
"6071","landslide","unknown","small","unknown",0,NA,"Australia","12"
"6072","landslide","rain","medium","unknown",NA,NA,"United States","13"
"6073","rock_fall","continuous_rain","medium","above_road",0,0,"India","16"
"6074","landslide","unknown","unknown","above_road",0,0,"United States","12"
"6075","landslide","downpour","medium","unknown",0,NA,"United States","11"
"6076","mudslide","downpour","medium","above_river",0,NA,"United States","11"
"6077","landslide","tropical_cyclone","large","unknown",6,2,"Philippines","14"
"6078","landslide","rain","small","above_road",0,0,"India","14"
"6079","landslide","continuous_rain","medium","unknown",0,0,"India","15"
"6080","landslide","downpour","medium","unknown",0,NA,"New Zealand","10"
"6081","mudslide","downpour","small","unknown",0,NA,"Trinidad and Tobago","11"
"6082","landslide","downpour","medium","unknown",0,NA,"United States","11"
"6083","landslide","rain","medium","unknown",0,NA,"India","13"
"6084","mudslide","rain","small","unknown",0,NA,"United States","13"
"6085","riverbank","rain","small","above_river",NA,NA,"Canada","07"
"6086","landslide","downpour","medium","unknown",0,NA,"Thailand","11"
"6087","rock_fall","downpour","small","natural_slope",0,0,"United States","14"
"6088","mudslide","downpour","small","unknown",0,NA,"United States","10"
"6089","landslide","downpour","large","unknown",0,NA,"Indonesia","13"
"6090","landslide","rain","large","unknown",NA,NA,"Philippines","12"
"6091","mudslide","downpour","small","unknown",0,NA,"United States","10"
"6092","landslide","downpour","medium","unknown",NA,NA,"Nepal","12"
"6093","landslide","earthquake","medium","unknown",0,NA,"New Zealand","13"
"6094","landslide","downpour","very_large","unknown",44,NA,"Indonesia","10"
"6095","landslide","unknown","unknown","above_road",0,0,"United States","12"
"6096","landslide","rain","large","unknown",6,NA,"Nepal","07"
"6097","landslide","unknown","very_large","unknown",0,NA,"Nepal","13"
"6098","landslide","rain","small","above_road",0,1,NA,"17"
"6099","landslide","rain","medium","unknown",1,NA,"Philippines","08"
"6100","landslide","downpour","small","above_road",0,0,"Australia","16"
"6101","landslide","downpour","medium","unknown",0,NA,"Colombia","10"
