"","landslide_category","landslide_trigger","landslide_size","landslide_setting","fatality_count","injury_count","country_name","year"
"1","landslide","rain","large","mine",11,NA,"China","08"
"2","mudslide","downpour","small","unknown",0,NA,"United States","09"
"3","landslide","downpour","large","unknown",10,NA,"Peru","07"
"4","landslide","monsoon","medium","unknown",1,NA,"Nepal","09"
"5","landslide","tropical_cyclone","medium","unknown",0,NA,"Philippines","10"
"6","landslide","downpour","medium","unknown",0,NA,"Philippines","12"
"7","mudslide","downpour","small","unknown",0,NA,"United States","12"
"8","complex","tropical_cyclone","medium","unknown",3,NA,"Mexico","07"
"9","mudslide","rain","medium","unknown",NA,NA,"United States","07"
"10","complex","downpour","medium","unknown",2,NA,"China","08"
"11","complex","downpour","medium","unknown",4,NA,"China","08"
"12","landslide","unknown","unknown","above_road",0,0,"United States","14"
"13","mudslide","rain","small","unknown",0,NA,"United States","09"
"14","landslide","downpour","medium","unknown",0,1,"Philippines","09"
"15","mudslide","rain","small","unknown",0,NA,"United States","09"
"16","landslide","rain","small","unknown",0,NA,"United States","09"
"17","landslide","rain","small","unknown",0,NA,"United States","09"
"18","mudslide","rain","small","unknown",0,NA,"United States","09"
"19","landslide","downpour","medium","unknown",0,NA,"United States","09"
"20","mudslide","rain","small","unknown",0,NA,"United States","09"
"21","mudslide","unknown","small","unknown",0,NA,"United States","09"
"22","complex","rain","small","unknown",0,NA,"United States","09"
"23","mudslide","rain","small","unknown",0,NA,"United States","09"
"24","landslide","downpour","medium","unknown",6,NA,"Algeria","09"
"25","mudslide","rain","small","unknown",0,NA,"United States","09"
"26","landslide","rain","medium","unknown",0,NA,"Malaysia","09"
"27","landslide","rain","medium","unknown",4,NA,"Indonesia","09"
"28","landslide","downpour","medium","unknown",7,NA,"Sierra Leone","09"
"29","landslide","downpour","medium","unknown",2,NA,"Brunei","09"
"30","landslide","downpour","medium","unknown",2,NA,"Mexico","09"
"31","mudslide","downpour","medium","unknown",2,NA,"Italy","09"
"32","mudslide","rain","small","unknown",0,NA,"United States","09"
"33","landslide","downpour","medium","unknown",0,NA,"India","09"
"34","landslide","downpour","medium","unknown",2,NA,"Philippines","09"
"35","landslide","downpour","medium","unknown",2,NA,"Philippines","09"
"36","mudslide","downpour","small","unknown",0,NA,"United States","09"
"37","complex","downpour","small","unknown",0,NA,"Australia","09"
"38","landslide","monsoon","medium","unknown",3,NA,"Nepal","09"
"39","landslide","monsoon","medium","unknown",2,NA,"Nepal","09"
"40","landslide","downpour","medium","unknown",6,NA,"Japan","09"
"41","landslide","downpour","medium","unknown",0,NA,"India","09"
"42","landslide","downpour","medium","unknown",2,NA,"Japan","09"
"43","landslide","downpour","medium","unknown",6,NA,"China","09"
"44","landslide","downpour","medium","unknown",0,NA,"India","09"
"45","landslide","monsoon","large","unknown",13,NA,"Nepal","09"
"46","landslide","monsoon","medium","unknown",5,NA,"Nepal","09"
"47","mudslide","downpour","medium","unknown",NA,NA,"United States","09"
"48","mudslide","downpour","medium","unknown",NA,NA,"United States","09"
"49","mudslide","downpour","medium","unknown",NA,NA,"United States","09"
"50","mudslide","downpour","small","unknown",0,NA,"United States","09"
"51","landslide","downpour","medium","unknown",0,NA,"Indonesia","09"
"52","mudslide","downpour","small","unknown",0,NA,"United States","09"
"53","mudslide","downpour","small","unknown",0,NA,"United States","09"
"54","mudslide","downpour","large","unknown",22,28,"Brazil","10"
"55","landslide","unknown","unknown","above_road",0,0,"United States","15"
"56","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"57","landslide","downpour","medium","unknown",0,NA,"India","10"
"58","landslide","downpour","medium","unknown",0,NA,"Pakistan","10"
"59","landslide","tropical_cyclone","medium","unknown",0,NA,"Philippines","10"
"60","landslide","tropical_cyclone","medium","unknown",0,NA,"Philippines","10"
"61","landslide","tropical_cyclone","medium","unknown",0,NA,"Philippines","10"
"62","mudslide","downpour","very_large","unknown",0,NA,"Brazil","11"
"63","landslide","rain","medium","unknown",2,NA,"India","07"
"64","mudslide","downpour","small","unknown",0,NA,"United States","11"
"65","landslide","downpour","medium","unknown",0,NA,"India","11"
"66","landslide","downpour","medium","unknown",2,NA,"Nepal","11"
"67","landslide","downpour","medium","unknown",0,NA,"Nepal","11"
"68","landslide","downpour","medium","unknown",0,NA,"Nepal","11"
"69","landslide","tropical_cyclone","medium","natural_slope",2,NA,NA,"17"
"70","landslide","downpour","medium","unknown",0,NA,"India","11"
"71","landslide","downpour","medium","unknown",0,NA,"India","11"
"72","landslide","downpour","medium","unknown",0,NA,"India","11"
"73","landslide","rain","medium","unknown",1,NA,"India","11"
"74","mudslide","downpour","medium","unknown",0,NA,"Brazil","11"
"75","landslide","downpour","medium","unknown",0,NA,"Philippines","12"
"76","mudslide","downpour","medium","unknown",1,NA,"Brazil","11"
"77","landslide","rain","medium","unknown",1,NA,"India","11"
"78","landslide","tropical_cyclone","medium","unknown",0,NA,"Mexico","11"
"79","landslide","tropical_cyclone","medium","unknown",0,NA,"Mexico","11"
"80","landslide","tropical_cyclone","medium","unknown",0,NA,"Mexico","11"
"81","landslide","downpour","medium","unknown",0,NA,"Philippines","12"
"82","mudslide","downpour","small","unknown",0,NA,"Canada","09"
"83","landslide","tropical_cyclone","medium","unknown",0,NA,"Mexico","11"
"84","mudslide","rain","small","unknown",0,NA,"United States","11"
"85","mudslide","rain","small","unknown",0,NA,"United States","11"
"86","landslide","downpour","medium","unknown",7,NA,"Nepal","11"
"87","landslide","downpour","medium","unknown",0,NA,"Philippines","12"
"88","landslide","downpour","medium","unknown",0,NA,"Philippines","12"
"89","landslide","rain","large","natural_slope",0,0,NA,"16"
"90","landslide","downpour","large","unknown",NA,NA,"United States","12"
"91","landslide","downpour","medium","unknown",NA,NA,"India","12"
"92","landslide","downpour","large","unknown",20,NA,"India","12"
"93","landslide","downpour","large","unknown",NA,NA,"India","12"
"94","landslide","downpour","medium","unknown",NA,NA,"Ghana","12"
"95","landslide","rain","medium","unknown",NA,NA,"Trinidad and Tobago","12"
"96","landslide","rain","medium","natural_slope",1,0,NA,"17"
"97","landslide","downpour","medium","unknown",0,NA,"Panama","13"
"98","landslide","downpour","medium","unknown",0,NA,"Panama","13"
"99","landslide","rain","medium","unknown",0,NA,"India","13"
"100","landslide","rain","medium","unknown",0,NA,"India","13"
"101","landslide","rain","medium","unknown",0,NA,"India","13"
"102","mudslide","downpour","medium","unknown",0,NA,"Canada","13"
"103","landslide","rain","large",NA,0,0,NA,"16"
"104","landslide","downpour","medium","unknown",0,NA,"India","13"
"105","landslide","downpour","medium","unknown",0,NA,"India","13"
"106","landslide","unknown","medium","unknown",0,NA,"Nepal","13"
"107","mudslide","rain","medium","unknown",0,NA,"India","13"
"108","landslide","unknown","medium","unknown",0,NA,"Nepal","13"
"109","mudslide","rain","medium","unknown",0,NA,"India","13"
"110","landslide","rain","medium","unknown",0,NA,"Philippines","13"
"111","landslide","rain","medium","unknown",0,NA,"Philippines","13"
"112","rock_fall","unknown","small","above_road",0,0,NA,"17"
"113","landslide","rain","medium","unknown",1,1,"Austria","13"
"114","landslide","rain","medium","urban",0,0,"Mexico","15"
"115","landslide","downpour","large",NA,0,0,NA,"16"
"116","landslide","rain","large",NA,4,2,NA,"16"
"117","landslide","continuous_rain","medium","natural_slope",0,0,NA,"17"
"118","landslide","downpour","small","above_road",0,0,NA,"17"
"119","landslide","continuous_rain","medium","natural_slope",1,NA,NA,"17"
"120","landslide","continuous_rain","medium","natural_slope",1,0,NA,"17"
"121","debris_flow","downpour","medium","engineered_slope",0,0,NA,"17"
"122","landslide","embank_coll","large",NA,0,0,NA,"16"
"123","landslide","rain","large",NA,0,0,NA,"16"
"124","landslide","continuous_rain","large","urban",33,0,NA,"17"
"125","landslide","continuous_rain","small","below_road",0,0,NA,"17"
"126","landslide","downpour","small","above_road",0,0,NA,"17"
"127","landslide","rain","medium","above_road",0,0,NA,"17"
"128","landslide","unknown","small","unknown",1,0,NA,"16"
"129","landslide","downpour","small","above_road",0,0,NA,"17"
"130","rock_fall","no_trigger","small","natural_slope",0,1,NA,"17"
"131","landslide","rain","large",NA,4,10,NA,"16"
"132","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"133","mudslide","unknown","unknown","unknown",2,1,NA,"17"
"134","landslide","downpour","medium","natural_slope",2,0,NA,"17"
"135","landslide","downpour","large",NA,0,0,NA,"16"
"136","landslide",NA,"medium",NA,2,NA,NA,"17"
"137","landslide","continuous_rain","medium","unknown",1,0,NA,"17"
"138","landslide","rain","medium",NA,0,0,NA,"16"
"139","landslide","downpour","small","unknown",0,0,NA,"17"
"140","landslide","downpour","small","unknown",0,0,NA,"17"
"141","landslide","continuous_rain","large","unknown",105,0,NA,"17"
"142","landslide","downpour","small","above_road",0,0,NA,"17"
"143","landslide","rain","large",NA,11,0,NA,"16"
"144","landslide","no_trigger","small","natural_slope",0,0,NA,"17"
"145","landslide","downpour","medium","natural_slope",2,NA,NA,"17"
"146","mudslide","rain","medium",NA,2,0,NA,"16"
"147","landslide","unknown","large","above_road",4,5,NA,"16"
"148","landslide","rain","small",NA,3,0,NA,"16"
"149","landslide","rain","small","unknown",0,0,NA,"17"
"150","landslide","rain","medium","above_road",0,0,NA,"17"
"151","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"152","mudslide","downpour","small","above_road",0,0,NA,"17"
"153","landslide","downpour","small","natural_slope",0,0,NA,"17"
"154","landslide","continuous_rain","medium","natural_slope",1,1,NA,"17"
"155","landslide","rain","small","above_road",0,0,NA,"17"
"156","landslide","rain","medium","above_road",0,0,NA,"16"
"157","landslide","continuous_rain","medium","above_road",0,0,NA,"17"
"158","landslide",NA,NA,NA,NA,NA,NA,"17"
"159","landslide","other","large","above_road",0,0,NA,"17"
"160","landslide","continuous_rain","small","natural_slope",0,0,NA,"17"
"161","landslide","continuous_rain","medium","urban",0,0,NA,"17"
"162","landslide","continuous_rain","large","natural_slope",NA,NA,NA,"17"
"163","landslide","rain","medium","above_road",0,0,NA,"17"
"164","landslide","no_trigger","very_large","natural_slope",0,0,NA,"17"
"165","landslide","downpour","medium","above_road",0,0,NA,"17"
"166","landslide","continuous_rain","medium","above_road",0,0,NA,"17"
"167","landslide","rain","small","natural_slope",1,0,NA,"16"
"168","mudslide","rain","medium","above_road",0,0,NA,"17"
"169","landslide","unknown","small","below_road",0,0,NA,"17"
"170","mudslide","continuous_rain","medium","urban",0,0,NA,"16"
"171","mudslide","rain","medium","urban",6,1,NA,"17"
"172","rock_fall","unknown","small","above_road",0,0,NA,"17"
"173","landslide","unknown","small","above_road",0,0,NA,"17"
"174","landslide","leaking_pipe","small","above_road",0,0,NA,"17"
"175","mudslide","rain","medium","above_river",0,0,NA,"17"
"176","riverbank","rain","medium","above_river",NA,NA,NA,"17"
"177","rock_fall","unknown","medium","above_road",0,0,NA,"17"
"178","landslide","rain","small","retaining_wall",0,0,NA,"17"
"179","rock_fall","unknown","medium","above_road",0,0,NA,"17"
"180","landslide","unknown","small","natural_slope",0,0,NA,"17"
"181","rock_fall","unknown","small","above_road",0,0,NA,"17"
"182","landslide","unknown","small","urban",1,NA,NA,"17"
"183","landslide","rain","large","natural_slope",0,0,NA,"16"
"184","landslide","rain","small","natural_slope",0,0,NA,"17"
"185","landslide","downpour","medium","natural_slope",2,NA,NA,"17"
"186","landslide","rain","small","below_road",0,0,NA,"17"
"187","landslide","rain","small","above_road",0,0,NA,"17"
"188","landslide","unknown","small","above_road",0,0,NA,"17"
"189","rock_fall","unknown","medium","above_road",0,0,NA,"17"
"190","landslide","rain","medium","mine",6,1,NA,"17"
"191","rock_fall","unknown","small","above_road",0,0,NA,"17"
"192","mudslide","rain","medium","natural_slope",0,0,NA,"17"
"193","landslide","unknown","small","above_road",0,0,NA,"17"
"194","landslide","continuous_rain","small","above_road",1,0,NA,"16"
"195","landslide","construction","small","engineered_slope",0,0,NA,"16"
"196","mudslide","downpour","very_large","urban",0,0,NA,"16"
"197","landslide","downpour","medium","above_road",0,0,NA,"17"
"198","rock_fall","rain","small","above_road",0,0,NA,"17"
"199","landslide","rain","small","above_road",2,1,NA,"16"
"200","mudslide","rain","medium","urban",8,NA,NA,"17"
"201","mudslide","rain","small","unknown",0,0,NA,"17"
"202","landslide","rain","small","above_road",0,0,NA,"17"
"203","rock_fall","rain","small","above_road",0,0,NA,"17"
"204","landslide","rain","small","above_road",0,0,NA,"17"
"205","mudslide","snowfall","large","natural_slope",0,0,NA,"17"
"206","landslide","continuous_rain","small","below_road",0,0,NA,"17"
"207","landslide","other","medium","urban",0,0,NA,"17"
"208","landslide","rain","small","above_road",0,0,NA,"17"
"209","landslide","rain","medium","above_road",0,0,NA,"17"
"210","landslide","unknown","small","above_road",0,0,NA,"17"
"211","landslide","continuous_rain","medium","natural_slope",NA,NA,NA,"17"
"212","landslide","downpour","large",NA,6,0,NA,"17"
"213","landslide","continuous_rain","medium","above_road",1,22,NA,"16"
"214","landslide","downpour","medium","above_road",0,0,NA,"17"
"215","landslide","unknown","medium","above_road",0,0,NA,"17"
"216","landslide","rain","small","above_road",0,0,NA,"16"
"217","landslide","other","small","unknown",1,0,NA,"16"
"218","landslide","rain","large","natural_slope",13,NA,NA,"17"
"219","landslide","mining","medium","mine",4,15,NA,"17"
"220","landslide","downpour","medium","natural_slope",NA,NA,NA,"17"
"221","rock_fall","unknown","small","above_road",0,0,NA,"17"
"222","rock_fall","rain","small","above_road",0,0,NA,"17"
"223","landslide","rain","small","above_road",0,0,NA,"17"
"224","landslide","unknown","medium","urban",6,NA,NA,"17"
"225","mudslide","rain","medium","urban",0,0,NA,"16"
"226","landslide","rain","medium",NA,0,0,NA,"17"
"227","rock_fall","unknown","medium","above_road",0,0,NA,"17"
"228","landslide","rain","medium","above_road",0,0,NA,"17"
"229","rock_fall","unknown","small","above_road",0,0,NA,"17"
"230","landslide","rain","small","above_road",0,0,NA,"17"
"231","landslide","continuous_rain","medium","above_road",0,0,NA,"17"
"232","landslide","rain","medium","natural_slope",5,0,NA,"17"
"233","mudslide","rain","small","above_road",0,0,NA,"17"
"234","landslide","unknown","small","above_road",0,0,NA,"17"
"235","landslide","continuous_rain","medium","natural_slope",3,1,NA,"17"
"236","mudslide","rain","medium","natural_slope",0,5,NA,"17"
"237","landslide","rain","small","natural_slope",1,1,NA,"17"
"238","landslide","flooding","large","natural_slope",0,0,NA,"16"
"239","rock_fall","unknown","small","above_road",0,0,NA,"17"
"240","landslide","rain","medium","above_road",0,0,NA,"16"
"241","landslide","downpour","small","above_road",0,0,NA,"17"
"242","landslide","rain","medium","above_road",3,7,NA,"17"
"243","landslide","rain","small","above_road",0,0,NA,"17"
"244","landslide","unknown","small","above_road",0,0,NA,"17"
"245","landslide","unknown","small","natural_slope",0,0,NA,"17"
"246","landslide","rain","medium","urban",1,2,NA,"17"
"247","landslide","rain","small","natural_slope",0,0,NA,"17"
"248","landslide","rain","medium",NA,2,NA,NA,"17"
"249","landslide","downpour","small","natural_slope",0,0,NA,"17"
"250","mudslide","leaking_pipe","small","above_road",0,0,NA,"16"
"251","landslide","flooding","small","above_road",0,0,NA,"16"
"252","landslide","rain","very_large","above_road",0,0,NA,"17"
"253","landslide","downpour","large","natural_slope",18,NA,NA,"17"
"254","mudslide","rain","large","urban",0,0,NA,"16"
"255","landslide","downpour","small","above_road",0,1,NA,"16"
"256","mudslide","rain","small","above_road",0,0,NA,"17"
"257","rock_fall","rain","small","above_road",0,0,NA,"17"
"258","rock_fall","rain","small","above_river",0,1,NA,"17"
"259","rock_fall","rain","medium","above_road",0,0,NA,"17"
"260","landslide","rain","small","above_road",0,0,NA,"17"
"261","landslide","monsoon","medium","above_road",0,0,NA,"17"
"262","landslide","downpour","small","above_river",0,0,NA,"17"
"263","mudslide","flooding","small","above_river",0,0,NA,"17"
"264","landslide","downpour","medium","above_river",0,0,NA,"17"
"265","landslide","flooding","medium","above_river",0,0,NA,"17"
"266","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"267","landslide","rain","medium","urban",8,9,NA,"17"
"268","landslide","unknown","small","natural_slope",1,2,NA,"17"
"269","landslide","flooding","medium","urban",NA,NA,NA,"17"
"270","landslide","rain","small","urban",1,2,NA,"17"
"271","landslide","unknown","unknown","above_road",0,0,"United States","16"
"272","landslide","unknown","large","above_road",0,0,NA,"17"
"273","landslide","downpour","medium","natural_slope",2,NA,NA,"17"
"274","landslide","downpour","large","natural_slope",50,NA,NA,"17"
"275","landslide","unknown","medium","natural_slope",0,0,NA,"17"
"276","landslide","continuous_rain","medium","above_road",0,1,NA,"17"
"277","landslide","rain","small","above_road",NA,NA,NA,"17"
"278","landslide","tropical_cyclone","small","above_road",0,0,NA,"17"
"279","landslide","unknown","small",NA,0,0,NA,"17"
"280","landslide","unknown","small","above_road",0,0,NA,"17"
"281","riverbank","unknown","medium","above_river",0,0,NA,"17"
"282","landslide","rain","small","above_river",0,0,NA,"17"
"283","landslide","rain","medium","above_road",1,8,NA,"17"
"284","landslide","mining","medium","above_road",0,0,NA,"17"
"285","landslide","rain","small","natural_slope",0,0,NA,"17"
"286","landslide","continuous_rain","medium","urban",NA,NA,NA,"17"
"287","rock_fall","unknown","small","above_road",0,0,NA,"17"
"288","landslide","rain","small","above_road",0,0,NA,"17"
"289","mudslide","rain","large","above_road",0,1,NA,"17"
"290","landslide","rain","medium","natural_slope",0,0,NA,"17"
"291","rock_fall","unknown","small","natural_slope",0,0,NA,"17"
"292","landslide","rain","small","above_road",0,0,NA,"16"
"293","landslide","rain","small","urban",0,3,NA,"17"
"294","landslide","rain","large","other",23,NA,NA,"17"
"295","landslide","continuous_rain","medium","urban",0,0,NA,"17"
"296","landslide","rain","large","urban",2,5,NA,"17"
"297","landslide","earthquake","medium","natural_slope",0,0,NA,"17"
"298","landslide","downpour","large","above_road",0,0,NA,"17"
"299","landslide","unknown","medium","above_road",0,0,NA,"17"
"300","rock_fall","unknown","small","above_road",0,0,NA,"17"
"301","landslide","unknown","medium","below_road",0,0,NA,"17"
"302","landslide","flooding","small","above_coast",0,0,NA,"17"
"303","landslide","rain","medium",NA,2,NA,NA,"17"
"304","landslide","tropical_cyclone","medium","natural_slope",2,NA,NA,"17"
"305","landslide","continuous_rain","medium","above_road",0,0,NA,"16"
"306","landslide","rain","medium","urban",9,NA,NA,"17"
"307","landslide","construction","medium","urban",4,1,NA,"17"
"308","landslide","unknown","large","above_road",2,0,NA,"17"
"309","riverbank","construction","medium","above_river",2,2,NA,"17"
"310","landslide","mining","medium","above_road",0,0,NA,"17"
"311","rock_fall","unknown","small","above_road",0,0,NA,"17"
"312","landslide","rain","small",NA,2,NA,NA,"17"
"313","landslide","continuous_rain","medium","above_road",0,0,NA,"17"
"314","landslide","rain","small","above_road",0,0,NA,"17"
"315","mudslide","continuous_rain","medium","natural_slope",0,0,NA,"17"
"316","mudslide","rain","small","urban",0,0,NA,"17"
"317","mudslide","downpour","small","natural_slope",0,0,NA,"17"
"318","rock_fall","unknown","small","above_road",0,0,NA,"17"
"319","landslide","rain","medium","unknown",0,0,NA,"17"
"320","rock_fall","no_trigger","small",NA,0,0,NA,"16"
"321","landslide","snowfall","small","above_road",0,0,NA,"17"
"322","landslide","rain","medium","urban",3,1,NA,"17"
"323","landslide","freeze_thaw","catastrophic","above_coast",4,9,NA,"17"
"324","landslide","downpour","large","natural_slope",18,NA,NA,"17"
"325","landslide","downpour","small","above_road",0,0,NA,"17"
"326","mudslide","rain","small","above_road",0,0,NA,"17"
"327","riverbank","downpour","small","above_river",0,0,NA,"17"
"328","landslide","unknown","large",NA,0,0,NA,"17"
"329","landslide","continuous_rain","medium","above_road",0,0,NA,"17"
"330","mudslide","continuous_rain","small","unknown",0,0,NA,"17"
"331","debris_flow","snowfall","large","natural_slope",0,0,NA,"17"
"332","landslide","rain","medium","above_road",0,0,NA,"17"
"333","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"334","landslide","unknown","small","below_road",0,0,NA,"17"
"335","landslide","flooding","medium","urban",NA,NA,NA,"17"
"336","rock_fall","rain","medium","natural_slope",0,0,NA,"17"
"337","landslide","no_trigger","large","above_coast",NA,NA,NA,"17"
"338","riverbank","unknown","small","above_river",0,0,NA,"17"
"339","mudslide","rain","small","above_road",0,7,NA,"17"
"340","mudslide","downpour","large","natural_slope",0,0,NA,"17"
"341","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"342","landslide","rain","small","retaining_wall",0,0,NA,"17"
"343","landslide","continuous_rain","medium","urban",6,NA,NA,"17"
"344","mudslide","rain","small","above_road",NA,0,NA,"17"
"345","landslide","leaking_pipe","small","above_road",0,0,NA,"17"
"346","landslide","earthquake","small","natural_slope",0,0,NA,"17"
"347","landslide","rain","small","below_road",0,0,NA,"17"
"348","landslide","rain","small","above_road",0,0,NA,"17"
"349","landslide","continuous_rain","medium","above_road",0,0,NA,"17"
"350","landslide","rain","medium","above_road",0,0,NA,"17"
"351","mudslide","rain","medium","natural_slope",1,1,NA,"17"
"352","landslide","freeze_thaw","small","engineered_slope",0,0,NA,"17"
"353","landslide","rain","very_large","natural_slope",0,0,NA,"16"
"354","landslide","rain","small","above_road",0,0,NA,"17"
"355","landslide","rain","medium","natural_slope",3,0,NA,"17"
"356","landslide","rain","medium","natural_slope",0,1,NA,"16"
"357","landslide","rain","small","above_road",0,0,NA,"16"
"358","mudslide","rain","small","natural_slope",NA,NA,NA,"16"
"359","landslide","rain","large",NA,0,0,NA,"17"
"360","landslide","rain","small","above_road",0,0,NA,"17"
"361","landslide","unknown","medium","natural_slope",1,0,NA,"16"
"362","landslide","rain","small","urban",0,0,NA,"16"
"363","landslide","downpour","small","urban",0,0,NA,"16"
"364","landslide","downpour","small","natural_slope",0,0,NA,"17"
"365","landslide","continuous_rain","large",NA,0,0,NA,"16"
"366","mudslide","rain","medium","above_road",1,1,NA,"17"
"367","landslide","downpour","small","above_road",0,0,NA,"17"
"368","landslide","downpour","medium","above_road",0,0,NA,"16"
"369","landslide","rain","small","unknown",2,0,NA,"16"
"370","landslide","downpour","small","unknown",0,0,NA,"17"
"371","mudslide","rain","small","above_road",0,0,NA,"17"
"372","landslide","unknown","medium","above_road",1,1,NA,"16"
"373","landslide","downpour","very_large","above_coast",0,0,NA,"17"
"374","landslide","rain","small","natural_slope",1,0,NA,"16"
"375","landslide","continuous_rain","medium","above_river",0,0,NA,"17"
"376","landslide","unknown","medium","above_road",0,0,NA,"17"
"377","landslide","monsoon","large","unknown",46,0,NA,"17"
"378","landslide","continuous_rain","medium","natural_slope",3,0,NA,"17"
"379","landslide","flooding","large","natural_slope",4,0,NA,"16"
"380","landslide","rain","large","natural_slope",7,0,NA,"16"
"381","landslide","continuous_rain","small","above_river",1,0,NA,"17"
"382","landslide","unknown","unknown","above_road",0,0,NA,"16"
"383","landslide","downpour","medium","below_road",0,0,NA,"17"
"384","landslide","rain","medium","above_road",0,0,NA,"17"
"385","landslide","flooding","medium","mine",7,0,NA,"16"
"386","landslide","continuous_rain","medium","natural_slope",0,0,NA,"17"
"387","landslide","rain","medium","above_road",0,0,NA,"17"
"388","landslide","rain","small","above_road",1,0,NA,"16"
"389","landslide","downpour","medium","engineered_slope",1,1,NA,"16"
"390","landslide","downpour","small","above_road",0,0,NA,"17"
"391","rock_fall","downpour","medium","above_road",1,0,NA,"17"
"392","landslide","unknown","small","natural_slope",0,0,NA,"17"
"393","mudslide","downpour","small","above_river",0,0,NA,"17"
"394","landslide","unknown","small","above_coast",0,0,NA,"16"
"395","landslide","downpour","small","urban",0,0,NA,"16"
"396","landslide","rain","small","above_road",0,0,NA,"17"
"397","landslide","rain","small","above_road",0,0,NA,"17"
"398","landslide","continuous_rain","medium","natural_slope",3,3,NA,"17"
"399","landslide","rain","small","above_road",0,0,NA,"17"
"400","rock_fall","unknown","small","above_road",0,0,NA,"17"
"401","mudslide","rain","small","above_road",1,0,NA,"17"
"402","landslide","rain","medium","natural_slope",12,NA,NA,"17"
"403","landslide","unknown","small","below_road",0,0,NA,"17"
"404","landslide","tropical_cyclone","medium","above_road",0,0,NA,"17"
"405","landslide","rain","small","above_road",0,0,NA,"16"
"406","mudslide","rain","large",NA,0,0,NA,"17"
"407","landslide","rain","small","above_road",0,0,NA,"16"
"408","landslide","continuous_rain","large","natural_slope",38,0,NA,"17"
"409","landslide","continuous_rain","small","above_river",1,0,NA,"17"
"410","landslide","rain","medium","above_road",0,1,NA,"16"
"411","landslide","downpour","medium","natural_slope",0,0,NA,"17"
"412","landslide","rain","medium","above_road",0,0,NA,"16"
"413","landslide","rain","small","below_road",0,0,NA,"17"
"414","mudslide","rain","medium","unknown",0,0,NA,"17"
"415","landslide","downpour","small","above_road",0,0,NA,"17"
"416","landslide","downpour","large","unknown",5,19,NA,"17"
"417","landslide","continuous_rain","medium",NA,4,0,NA,"16"
"418","landslide","rain","small","above_road",0,0,NA,"16"
"419","landslide","rain","small",NA,1,3,NA,"16"
"420","landslide","rain","small","above_road",0,0,NA,"16"
"421","debris_flow","unknown","medium","retaining_wall",0,0,NA,"16"
"422","landslide","rain","small","natural_slope",0,0,NA,"16"
"423","landslide","rain","medium","above_road",0,0,NA,"17"
"424","other","rain","medium","natural_slope",0,0,NA,"17"
"425","debris_flow","unknown","very_large","natural_slope",8,0,NA,"17"
"426","debris_flow","downpour","large","unknown",1,NA,NA,"17"
"427","landslide","tropical_cyclone","medium","unknown",1,NA,NA,"17"
"428","unknown","unknown","medium","natural_slope",0,0,NA,"17"
"429","riverbank","tropical_cyclone","medium","below_road",NA,NA,NA,"17"
"430","rock_fall","unknown","medium","natural_slope",1,NA,NA,"16"
"431","landslide","continuous_rain","small","urban",0,0,NA,"17"
"432","other","other","small","above_road",0,3,NA,"17"
"433","landslide","downpour","medium","bluff",0,0,"United Kingdom","16"
"434","landslide","unknown","medium","above_road",0,0,"United States","16"
"435","landslide","continuous_rain","medium","natural_slope",0,0,"India","15"
"436","landslide","downpour","small","above_road",0,0,"United States","15"
"437","landslide","rain","medium","above_road",0,0,"Mexico","15"
"438","landslide","rain","medium","unknown",2,0,"Philippines","14"
"439","landslide","continuous_rain","medium","unknown",0,0,"El Salvador","14"
"440","landslide","monsoon","medium","unknown",1,NA,"Thailand","13"
"441","landslide","rain","medium","unknown",3,NA,"China","13"
"442","landslide","downpour","medium","unknown",0,NA,"Colombia","11"
"443","landslide","downpour","small","unknown",0,NA,"United States","11"
"444","landslide","downpour","medium","unknown",0,NA,"Jamaica","10"
"445","landslide","unknown","unknown","above_road",0,0,"United States","11"
"446","landslide","unknown","unknown","above_road",0,0,"United States","13"
"447","landslide","unknown","unknown","above_road",0,0,"United States","13"
"448","landslide","unknown","unknown","above_road",0,0,"United States","14"
"449","landslide","unknown","unknown","above_road",0,0,"United States","12"
"450","landslide","unknown","unknown","above_road",0,0,"United States","14"
"451","landslide","unknown","unknown","above_road",0,0,"United States","11"
"452","landslide","unknown","unknown","above_road",0,0,"United States","12"
"453","landslide","rain","medium","unknown",NA,NA,"India","07"
"454","landslide","unknown","unknown","above_road",0,0,"United States","15"
"455","landslide","unknown","unknown","above_road",0,0,"United States","14"
"456","complex","rain","medium","unknown",NA,NA,"Peru","07"
"457","landslide","rain","medium","unknown",1,NA,"United Kingdom","07"
"458","landslide","rain","medium","unknown",2,NA,"Brazil","07"
"459","landslide","rain","large","unknown",7,NA,"Brazil","07"
"460","landslide","downpour","medium","unknown",NA,NA,"Nepal","08"
"461","landslide","downpour","medium","unknown",0,NA,"United States","10"
"462","landslide","downpour","medium","unknown",NA,NA,"Canada","12"
"463","landslide","unknown","unknown","above_road",0,0,"United States","14"
"464","landslide","downpour","medium","unknown",0,NA,"Philippines","11"
"465","landslide","downpour","small","unknown",0,NA,"United States","11"
"466","landslide","flooding","unknown","above_road",0,0,"Philippines","16"
